audio_file	start_time	end_time	start_freq	end_freq	label
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	0.0	496.9628701287156	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	496.962950114	506.859789903	0.0	800.9	C1
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	506.85987290035536	517.9629529391223	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	517.962990148	527.695858627	0.0	827.6	C1
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	527.6959286160497	538.5003632651875	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	538.500396644	542.447420323	0.0	867.7	C1
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	542.4475178280563	553.8024078775003	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	553.802433709	563.482597124	0.0	800.9	C1
audio/Field/C1T1/20180703/recording.180703.114533.1.000.wav	563.4826841954563	600.0	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	0.0	141.93022495372148	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	141.930258188	157.624655013	0.0	1935.6	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	157.6246772462716	162.82027491402357	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	162.820300628	180.107561609	0.0	2029.1	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	180.1076190046427	211.3583280385896	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	211.358382485	227.931197042	0.0	2042.4	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	227.9312933898312	233.23270668571868	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	233.232780917	251.152502665	0.0	1949.0	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	251.1525725960997	524.9512813840906	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	524.951326506	541.366025872	0.0	2256.0	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	541.3660334091354	547.2456112277068	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	547.245646767	565.792793404	0.0	2189.2	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	565.7928130105455	570.6833601407544	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	570.683386229	586.85212863	0.0	2282.7	C1
audio/Field/C1T1/20180703/recording.180703.115533.1.001.wav	586.8521998020399	600.0	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	0.0	4.556040774570753	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	4.556059974	20.928769464	0.0	2175.9	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	20.9288523574188	25.29810695475185	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	25.29819404	42.807987513	0.0	1735.4	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	42.80800578833986	369.5693264685343	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	369.569374366	380.110387159	0.0	2002.4	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	380.1104367884855	394.8608779935535	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	394.860968063	406.766456401	0.0	2109.2	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	406.7665168362048	411.9783770968526	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	411.978401797	425.927675393	0.0	2122.5	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	425.927716312136	436.0762887802483	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	436.076328403	450.376969092	0.0	2162.5	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	450.3770422944797	536.3161229872562	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	536.316198997	550.50557344	0.0	2215.9	C1
audio/Field/C1T1/20180703/recording.180703.120533.1.002.wav	550.5056026018715	600.0	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.121533.1.003.wav	0.0	584.6858977947236	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.121533.1.003.wav	584.685899531	599.999977324	0.0	280.3	T1
audio/Field/C1T1/20180703/recording.180703.122532.1.004.wav	0.0	23.234401147	0.0	280.3	T1
audio/Field/C1T1/20180703/recording.180703.122532.1.004.wav	23.234465677225792	600.0	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	0.0	111.49314348865724	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	111.493153562	127.626759254	0.0	2082.5	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	131.31611369	148.521389015	0.0	2055.8	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	148.52142707056794	163.52509290767964	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	163.525112043	179.834401281	0.0	1882.2	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	179.83449953943602	209.62403899599303	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	209.624060028	221.816498159	0.0	587.4	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	221.8165187290197	226.1695503812336	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	226.169620412	242.145110911	0.0	734.2	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	242.1451547089121	257.8921608026072	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	257.892212704	272.901443697	0.0	947.8	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	272.9014630735867	279.17919227990313	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	279.179202508	293.286591295	0.0	654.1	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	293.2866583008565	298.2388406522949	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	298.238916603	314.460364067	0.0	720.8	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	314.4603740981586	330.01259838589385	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	330.012633661	345.150699255	0.0	1601.9	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	345.1507532592109	351.0157379030541	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	351.015758765	365.597493129	0.0	1695.3	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	365.59750642325326	392.58380652042416	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	392.583905944	406.691294731	0.0	1908.9	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	406.69133690397655	436.5520822783727	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	436.552113575	452.023977907	0.0	2576.4	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	452.0239884002026	470.7567143237744	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	470.75673905	485.379466241	0.0	974.5	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	485.37950314626175	489.7479072529472	0.0	22050.0	BG
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	489.747996144	505.676637698	0.0	1001.2	C1
audio/Field/C1T1/20180703/recording.180703.123533.1.005.wav	505.6767220723922	511.636496384416	0.0	22050.0	BG
